 * Serving Flask app "app" (lazy loading)
 * Environment: production
   WARNING: Do not use the development server in a production environment.
   Use a production WSGI server instead.
 * Debug mode: off
         142460 function calls (138985 primitive calls) in 0.341 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 protocols.py:62(Protocol)
        1    0.000    0.000    0.000    0.000 protocols.py:103(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 queues.py:14(QueueEmpty)
        1    0.000    0.000    0.000    0.000 queues.py:21(QueueFull)
        1    0.000    0.000    0.000    0.000 transports.py:45(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:133(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:155(DatagramTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:687(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 events.py:216(AbstractServer)
        1    0.000    0.000    0.000    0.000 events.py:584(_Local)
        1    0.000    0.000    0.000    0.000 events.py:631(_RunningLoop)
        1    0.000    0.000    0.000    0.000 base_futures.py:13(InvalidStateError)
        1    0.000    0.000    0.000    0.000 connection.py:767(XmlListener)
        1    0.000    0.000    0.000    0.000 util.py:347(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 subprocess.py:203(_cleanup)
        1    0.000    0.000    0.000    0.000 subprocess.py:743(__enter__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1366(_internal_poll)
        1    0.000    0.000    0.000    0.000 thread.py:44(_WorkItem)
        1    0.000    0.000    0.000    0.000 coroutines.py:59(__init__)
        1    0.000    0.000    0.000    0.000 coroutines.py:65(send)
        1    0.000    0.000    0.000    0.000 process.py:372(BrokenProcessPool)
        1    0.000    0.000    0.000    0.000 queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 context.py:202(reducer)
        1    0.000    0.000    0.000    0.000 context.py:228(__init__)
        1    0.000    0.000    0.000    0.000 context.py:279(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:286(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:297(SpawnContext)
        1    0.000    0.000    0.000    0.000 process.py:285(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:299(_MainProcess)
        1    0.000    0.000    0.000    0.000 reduction.py:204(_C)
        1    0.000    0.000    0.000    0.000 _base.py:44(Error)
        1    0.000    0.000    0.000    0.000 _base.py:48(CancelledError)
        1    0.000    0.000    0.000    0.000 __init__.py:393(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:402(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:601(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:643(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:870(setFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1109(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1103(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1582(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1576(RootLogger)
        1    0.000    0.000    0.000    0.000 process.py:96(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 process.py:102(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 process.py:115(_WorkItem)
        1    0.000    0.000    0.000    0.000 process.py:122(_ResultItem)
        1    0.000    0.000    0.000    0.000 loaders.py:205(PackageLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:292(FunctionLoader)
        1    0.000    0.000    0.000    0.000 compiler.py:121(MacroRef)
        1    0.000    0.000    0.000    0.000 visitor.py:47(NodeTransformer)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 lexer.py:219(Failure)
        1    0.000    0.000    0.000    0.000 lexer.py:275(TokenStreamIterator)
        1    0.000    0.000    0.000    0.000 runtime.py:758(DebugUndefined)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(TemplatesNotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(TemplateSyntaxError)
        1    0.000    0.000    0.000    0.000 exceptions.py:133(UndefinedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:137(SecurityError)
        1    0.000    0.000    0.000    0.000 exceptions.py:143(FilterArgumentError)
        1    0.000    0.000    0.000    0.000 __init__.py:260(EscapeFormatter)
        6    0.000    0.000    0.000    0.000 filters.py:29(contextfilter)
        1    0.000    0.000    0.000    0.000 nodes.py:555(Dict)
        1    0.000    0.000    0.000    0.000 nodes.py:566(Pair)
        1    0.000    0.000    0.000    0.000 nodes.py:575(Keyword)
        1    0.000    0.000    0.000    0.000 nodes.py:584(CondExpr)
        1    0.000    0.000    0.000    0.000 nodes.py:621(Filter)
        1    0.000    0.000    0.000    0.000 nodes.py:669(Test)
        1    0.000    0.000    0.000    0.000 nodes.py:692(Call)
        1    0.000    0.000    0.000    0.000 nodes.py:720(Getattr)
        1    0.000    0.000    0.000    0.000 nodes.py:740(Slice)
        1    0.000    0.000    0.000    0.000 nodes.py:755(Concat)
        1    0.000    0.000    0.000    0.000 nodes.py:785(Operand)
        1    0.000    0.000    0.000    0.000 nodes.py:795(Mul)
        1    0.000    0.000    0.000    0.000 nodes.py:800(Div)
        1    0.000    0.000    0.000    0.000 nodes.py:805(FloorDiv)
        1    0.000    0.000    0.000    0.000 nodes.py:812(Add)
        1    0.000    0.000    0.000    0.000 nodes.py:817(Sub)
        1    0.000    0.000    0.000    0.000 nodes.py:822(Mod)
        1    0.000    0.000    0.000    0.000 nodes.py:827(Pow)
        1    0.000    0.000    0.000    0.000 nodes.py:832(And)
        1    0.000    0.000    0.000    0.000 nodes.py:841(Or)
        1    0.000    0.000    0.000    0.000 nodes.py:850(Not)
        1    0.000    0.000    0.000    0.000 nodes.py:855(Neg)
        1    0.000    0.000    0.000    0.000 nodes.py:868(EnvironmentAttribute)
        1    0.000    0.000    0.000    0.000 nodes.py:885(ImportedName)
        1    0.000    0.000    0.000    0.000 nodes.py:894(InternalName)
        1    0.000    0.000    0.000    0.000 nodes.py:908(MarkSafe)
        1    0.000    0.000    0.000    0.000 nodes.py:917(MarkSafeIfAutoescape)
        1    0.000    0.000    0.000    0.000 nodes.py:935(ContextReference)
        1    0.000    0.000    0.000    0.000 nodes.py:952(Break)
        1    0.000    0.000    0.000    0.000 nodes.py:956(Scope)
        1    0.000    0.000    0.000    0.000 nodes.py:961(OverlayScope)
        1    0.000    0.000    0.000    0.000 nodes.py:977(EvalContextModifier)
        1    0.000    0.000    0.000    0.000 utils.py:60(evalcontextfunction)
        1    0.000    0.000    0.000    0.000 utils.py:601(Joiner)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 environment.py:1171(TemplateExpression)
        1    0.000    0.000    0.000    0.000 nodes.py:55(Impossible)
        1    0.000    0.000    0.000    0.000 nodes.py:59(NodeType)
        1    0.000    0.000    0.000    0.000 nodes.py:76(EvalContext)
        1    0.000    0.000    0.000    0.000 nodes.py:275(Stmt)
        1    0.000    0.000    0.000    0.000 nodes.py:280(Helper)
        1    0.000    0.000    0.000    0.000 nodes.py:285(Template)
        1    0.000    0.000    0.000    0.000 nodes.py:299(Extends)
        1    0.000    0.000    0.000    0.000 nodes.py:304(For)
        1    0.000    0.000    0.000    0.000 nodes.py:320(Macro)
        1    0.000    0.000    0.000    0.000 nodes.py:328(CallBlock)
        1    0.000    0.000    0.000    0.000 nodes.py:335(FilterBlock)
        1    0.000    0.000    0.000    0.000 nodes.py:340(With)
        1    0.000    0.000    0.000    0.000 nodes.py:349(Block)
        1    0.000    0.000    0.000    0.000 nodes.py:354(Include)
        1    0.000    0.000    0.000    0.000 nodes.py:359(Import)
        1    0.000    0.000    0.000    0.000 nodes.py:378(ExprStmt)
        1    0.000    0.000    0.000    0.000 nodes.py:383(Assign)
        1    0.000    0.000    0.000    0.000 nodes.py:388(AssignBlock)
        1    0.000    0.000    0.000    0.000 nodes.py:393(Expr)
        1    0.000    0.000    0.000    0.000 nodes.py:415(BinExpr)
        1    0.000    0.000    0.000    0.000 nodes.py:434(UnaryExpr)
        1    0.000    0.000    0.000    0.000 nodes.py:453(Name)
        1    0.000    0.000    0.000    0.000 nodes.py:468(NSRef)
        1    0.000    0.000    0.000    0.000 nodes.py:480(Literal)
        1    0.000    0.000    0.000    0.000 nodes.py:515(TemplateData)
        1    0.000    0.000    0.000    0.000 nodes.py:546(List)
        1    0.000    0.000    0.000    0.000 wsgi.py:448(ProxyMiddleware)
        1    0.000    0.000    0.000    0.000 wsgi.py:797(DispatcherMiddleware)
        1    0.000    0.000    0.000    0.000 utils.py:78(environ_property)
        1    0.000    0.000    0.000    0.000 utils.py:106(header_property)
        1    0.000    0.000    0.000    0.000 utils.py:564(ArgumentValidationError)
        1    0.000    0.000    0.000    0.000 utils.py:579(ImportStringError)
        1    0.000    0.000    0.000    0.000 filesystem.py:35(BrokenFilesystemWarning)
        1    0.000    0.000    0.000    0.000 datastructures.py:128(ImmutableList)
        1    0.000    0.000    0.000    0.000 datastructures.py:270(TypeConversionDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:331(ViewItems)
        1    0.000    0.000    0.000    0.000 datastructures.py:1509(FileMultiDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:1566(ImmutableMultiDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:1584(ImmutableOrderedMultiDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:1831(LanguageAccept)
        1    0.000    0.000    0.000    0.000 datastructures.py:2006(CallbackDict)
        1    0.000    0.000    0.000    0.000 threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        5    0.000    0.000    0.000    0.000 datastructures.py:53(<lambda>)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 ssl.py:221(CertificateError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 client.py:1411(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1416(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1422(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1427(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1454(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1457(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1460(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1467(LineTooLong)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 request.py:900(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:1032(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1195(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1213(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1352(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1385(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1500(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1611(DataHandler)
        1    0.000    0.000    0.000    0.000 client.py:164(HTTPMessage)
        1    0.000    0.000    0.000    0.000 calendar.py:489(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:532(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:141(setfirstweekday)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 wrappers.py:1465(StreamOnlyMixin)
        1    0.000    0.000    0.000    0.000 wrappers.py:1980(WWWAuthenticateMixin)
        1    0.000    0.000    0.000    0.000 wrappers.py:2010(PlainRequest)
        1    0.000    0.000    0.000    0.000 wrappers.py:2018(Response)
        5    0.000    0.000    0.000    0.000 datetime.py:309(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 ast.py:266(NodeTransformer)
        1    0.000    0.000    0.000    0.000 dis.py:178(Instruction)
        1    0.000    0.000    0.000    0.000 tokenize.py:113(any)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 exceptions.py:413(RequestedRangeNotSatisfiable)
        1    0.000    0.000    0.000    0.000 exceptions.py:456(ImATeapot)
        1    0.000    0.000    0.000    0.000 exceptions.py:471(UnprocessableEntity)
        1    0.000    0.000    0.000    0.000 exceptions.py:485(Locked)
        1    0.000    0.000    0.000    0.000 exceptions.py:497(PreconditionRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:516(TooManyRequests)
        1    0.000    0.000    0.000    0.000 exceptions.py:532(RequestHeaderFieldsTooLarge)
        1    0.000    0.000    0.000    0.000 exceptions.py:559(InternalServerError)
        1    0.000    0.000    0.000    0.000 exceptions.py:588(BadGateway)
        1    0.000    0.000    0.000    0.000 exceptions.py:603(ServiceUnavailable)
        1    0.000    0.000    0.000    0.000 exceptions.py:617(GatewayTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:630(HTTPVersionNotSupported)
        1    0.000    0.000    0.000    0.000 exceptions.py:664(Aborter)
        1    0.000    0.000    0.000    0.000 _internal.py:58(_Missing)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:2386(_empty)
        1    0.000    0.000    0.000    0.000 exceptions.py:97(newcls)
        1    0.000    0.000    0.000    0.000 exceptions.py:167(BadRequest)
        1    0.000    0.000    0.000    0.000 exceptions.py:181(ClientDisconnected)
        1    0.000    0.000    0.000    0.000 exceptions.py:206(BadHost)
        1    0.000    0.000    0.000    0.000 exceptions.py:214(Unauthorized)
        1    0.000    0.000    0.000    0.000 exceptions.py:230(Forbidden)
        1    0.000    0.000    0.000    0.000 exceptions.py:244(NotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:285(NotAcceptable)
        1    0.000    0.000    0.000    0.000 exceptions.py:302(RequestTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:315(Conflict)
        1    0.000    0.000    0.000    0.000 exceptions.py:331(Gone)
        1    0.000    0.000    0.000    0.000 exceptions.py:345(LengthRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:359(PreconditionFailed)
        1    0.000    0.000    0.000    0.000 exceptions.py:373(RequestEntityTooLarge)
        1    0.000    0.000    0.000    0.000 exceptions.py:386(RequestURITooLarge)
        1    0.000    0.000    0.000    0.000 exceptions.py:399(UnsupportedMediaType)
        2    0.000    0.000    0.000    0.000 sre_parse.py:161(__delitem__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:287(seek)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}/home/maria/.local/lib/python3.6/site-packages/psycopg2/__init__.py:144: UserWarning: The psycopg2 wheel package will be renamed from release 2.8; in order to keep installing from binary please use "pip install psycopg2-binary" instead. For details see: <http://initd.org/psycopg/docs/install.html#binary-install-from-pypi>.
  """)
Traceback (most recent call last):
  File "/usr/lib/python3.6/runpy.py", line 193, in _run_module_as_main
    "__main__", mod_spec)
  File "/usr/lib/python3.6/runpy.py", line 85, in _run_code
    exec(code, run_globals)
  File "/usr/lib/python3.6/cProfile.py", line 160, in <module>
    main()
  File "/usr/lib/python3.6/cProfile.py", line 153, in main
    runctx(code, globs, None, options.outfile, options.sort)
  File "/usr/lib/python3.6/cProfile.py", line 20, in runctx
    filename, sort)
  File "/usr/lib/python3.6/profile.py", line 64, in runctx
    prof.runctx(statement, globals, locals)
  File "/usr/lib/python3.6/cProfile.py", line 100, in runctx
    exec(cmd, globals, locals)
  File "run.py", line 4, in <module>
    app.run()
  File "/home/maria/.local/lib/python3.6/site-packages/flask/app.py", line 943, in run
    run_simple(host, port, self, **options)
  File "/home/maria/.local/lib/python3.6/site-packages/werkzeug/serving.py", line 814, in run_simple
    inner()
  File "/home/maria/.local/lib/python3.6/site-packages/werkzeug/serving.py", line 774, in inner
    fd=fd)
  File "/home/maria/.local/lib/python3.6/site-packages/werkzeug/serving.py", line 660, in make_server
    passthrough_errors, ssl_context, fd=fd)
  File "/home/maria/.local/lib/python3.6/site-packages/werkzeug/serving.py", line 577, in __init__
    self.address_family), handler)
  File "/usr/lib/python3.6/socketserver.py", line 453, in __init__
    self.server_bind()
  File "/usr/lib/python3.6/http/server.py", line 136, in server_bind
    socketserver.TCPServer.server_bind(self)
  File "/usr/lib/python3.6/socketserver.py", line 467, in server_bind
    self.socket.bind(self.server_address)
OSError: [Errno 98] Address already in use

        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 idna.py:295(StreamReader)
        1    0.000    0.000    0.000    0.000 argparse.py:742(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 socketserver.py:680(ForkingTCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:682(ThreadingUDPServer)
        1    0.000    0.000    0.000    0.000 _range.py:441(NumericRange)
        1    0.000    0.000    0.000    0.000 _range.py:455(DateTimeRange)
        1    0.000    0.000    0.000    0.000 extras.py:504(StopReplication)
        1    0.000    0.000    0.000    0.000 __init__.py:57(JSONRPCTypeCheckingUnavailable)
        1    0.000    0.000    0.000    0.000 site.py:51(<lambda>)
        1    0.000    0.000    0.000    0.000 url_safe.py:61(URLSafeTimedSerializer)
        1    0.000    0.000    0.000    0.000 decorators.py:31(make_pass_decorator)
        1    0.000    0.000    0.000    0.000 __init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar)
        1    0.000    0.000    0.000    0.000 routing.py:996(PathConverter)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 coroutines.py:61(__iter__)
        1    0.000    0.000    0.000    0.000 coroutines.py:63(__next__)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:293(ForkContext)
        1    0.000    0.000    0.000    0.000 _base.py:52(TimeoutError)
        1    0.000    0.000    0.000    0.000 loaders.py:417(_TemplateModule)
        1    0.000    0.000    0.000    0.000 compiler.py:192(VisitorExit)
        1    0.000    0.000    0.000    0.000 compiler.py:237(CompilerExit)
        1    0.000    0.000    0.000    0.000 _identifier.py:2(<module>)
        1    0.000    0.000    0.000    0.000 runtime.py:101(ContextMeta)
        1    0.000    0.000    0.000    0.000 exceptions.py:119(TemplateAssertionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:127(TemplateRuntimeError)
        1    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring_ascii}
        1    0.000    0.000    0.000    0.000 nodes.py:860(Pos)
        1    0.000    0.000    0.000    0.000 nodes.py:875(ExtensionAttribute)
        1    0.000    0.000    0.000    0.000 nodes.py:948(Continue)
        1    0.000    0.000    0.000    0.000 nodes.py:988(ScopedEvalContextModifier)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 nodes.py:292(Output)
        1    0.000    0.000    0.000    0.000 nodes.py:315(If)
        1    0.000    0.000    0.000    0.000 nodes.py:364(FromImport)
        1    0.000    0.000    0.000    0.000 datastructures.py:1841(CharsetAccept)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 client.py:1419(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1430(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1448(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1451(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1472(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 request.py:648(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 wrappers.py:1996(Request)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 exceptions.py:442(ExpectationFailed)
        1    0.000    0.000    0.000    0.000 exceptions.py:546(UnavailableForLegalReasons)
        1    0.000    0.000    0.000    0.000 exceptions.py:574(NotImplemented)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:2382(_void)
        1    0.000    0.000    0.000    0.000 exceptions.py:197(SecurityError)


