 * Serving Flask app "app" (lazy loading)
 * Environment: production
   WARNING: Do not use the development server in a production environment.
   Use a production WSGI server instead.
 * Debug mode: off
         142460 function calls (138985 primitive calls) in 0.341 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2040(IPv6Interface)
        1    0.000    0.000    0.000    0.000 request.py:1664(URLopener)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        2    0.000    0.000    0.000    0.000 datetime.py:1049(__new__)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.004    0.004 linecache.py:6(<module>)
        3    0.000    0.000    0.000    0.000 inspect.py:595(getdoc)
        2    0.000    0.000    0.000    0.000 functools.py:196(<listcomp>)
        5    0.000    0.000    0.000    0.000 functools.py:479(decorating_function)
        5    0.000    0.000    0.000    0.000 functools.py:448(lru_cache)
        1    0.000    0.000    0.000    0.000 warnings.py:20(_showwarnmsg_impl)
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.003    0.003 serving.py:766(inner)
        2    0.000    0.000    0.000    0.000 _json.py:116(register_json)
        8    0.000    0.000    0.000    0.000 {built-in method psycopg2._psycopg.new_type}
        1    0.000    0.000    0.000    0.000 site.py:125(__init__)
        7    0.000    0.000    0.000    0.000 types.py:73(I)
        1    0.000    0.000    0.000    0.000 serializer.py:16(Serializer)
        1    0.000    0.000    0.000    0.000 tag.py:239(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:136(__init__)
       10    0.000    0.000    0.000    0.000 decorators.py:156(option)
        1    0.000    0.000    0.000    0.000 cli.py:567(load_dotenv)
        1    0.000    0.000    0.000    0.000 routing.py:1368(MapAdapter)
        1    0.000    0.000    0.000    0.000 sslproto.py:405(SSLProtocol)
        1    0.000    0.000    0.000    0.000 process.py:301(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1590(LoggerAdapter)
        9    0.000    0.000    0.000    0.000 compiler.py:1471(binop)
        9    0.000    0.000    0.000    0.000 __future__.py:79(__init__)
        1    0.000    0.000    0.000    0.000 _compat.py:8(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:144(ImmutableDictMixin)
        1    0.000    0.000    0.000    0.000 datastructures.py:716(OrderedMultiDict)
        1    0.000    0.000    0.001    0.001 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 request.py:2110(FancyURLopener)
        1    0.000    0.000    0.001    0.001 base64mime.py:25(<module>)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 wrappers.py:1374(ETagRequestMixin)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(HTTPException)
       23    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       13    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 argparse.py:1233(_ActionsContainer)
        1    0.000    0.000    0.003    0.003 serving.py:547(get_sockaddr)
        1    0.000    0.000    0.003    0.003 serving.py:565(__init__)
        1    0.000    0.000    0.002    0.002 extras.py:995(CompositeCaster)
       10    0.000    0.000    0.000    0.000 extensions.py:105(register_adapter)
        1    0.000    0.000    0.000    0.000 hmac.py:19(HMAC)
        1    0.000    0.000    0.000    0.000 helpers.py:855(__get__)
        2    0.000    0.000    0.000    0.000 local.py:117(__init__)
        2    0.000    0.000    0.000    0.000 types.py:490(__init__)
        5    0.000    0.000    0.000    0.000 _compat.py:574(should_strip_ansi)
        1    0.000    0.000    0.000    0.000 uuid.py:621(uuid4)
       12    0.000    0.000    0.000    0.000 app.py:1224(route)
       11    0.000    0.000    0.000    0.000 asyncfilters.py:56(decorator)
        1    0.000    0.000    0.000    0.000 streams.py:271(StreamWriter)
        1    0.000    0.000    0.000    0.000 subprocess.py:1154(_get_handles)
        1    0.000    0.000    0.000    0.000 subprocess.py:1348(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 process.py:379(ProcessPoolExecutor)
        1    0.000    0.000    0.000    0.000 __init__.py:1253(Logger)
        1    0.000    0.000    0.001    0.001 asyncsupport.py:163(patch_filters)
        1    0.000    0.000    0.000    0.000 optimizer.py:18(<module>)
        1    0.000    0.000    0.000    0.000 lexer.py:232(Token)
        2    0.000    0.000    0.000    0.000 utils.py:313(__init__)
        1    0.000    0.000    0.000    0.000 filesystem.py:10(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:1863(_CacheControl)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        2    0.000    0.000    0.000    0.000 threading.py:498(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:376(Purpose)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
       14    0.000    0.000    0.000    0.000 sre_compile.py:102(fixup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:784(_parse_flags)
        5    0.000    0.000    0.000    0.000 weakref.py:428(get)
        4    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       13    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 serving.py:154(WSGIRequestHandler)
        1    0.000    0.000    0.000    0.000 socketserver.py:391(TCPServer)
        1    0.000    0.000    0.004    0.004 _range.py:274(RangeCaster)
        1    0.000    0.000    0.000    0.000 extras.py:155(DictRow)
        1    0.000    0.000    0.000    0.000 wrappers.py:19(JSONMixin)
        1    0.000    0.000    0.001    0.001 __init__.py:176(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:190(_unique_name)
        7    0.000    0.000    0.000    0.000 types.py:69(N)
        1    0.000    0.000    0.000    0.000 sessions.py:24(SessionMixin)
        1    0.000    0.000    0.000    0.000 scanner.py:5(_import_c_make_scanner)
        2    0.000    0.000    0.000    0.000 core.py:1212(__init__)
       10    0.000    0.000    0.000    0.000 _compat.py:271(is_bytes)
        5    0.000    0.000    0.000    0.000 _compat.py:658(isatty)
        1    0.000    0.000    0.000    0.000 __init__.py:311(CDLL)
        1    0.000    0.000    0.000    0.000 app.py:669(auto_find_instance_path)
        1    0.000    0.000    0.000    0.000 locks.py:89(Lock)
        3    0.000    0.000    0.000    0.000 coroutines.py:68(yield_from_gen)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        5    0.000    0.000    0.000    0.000 __init__.py:685(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:762(Handler)
        1    0.000    0.000    0.000    0.000 asyncsupport.py:156(patch_runtime)
        1    0.000    0.000    0.000    0.000 base_events.py:195(Server)
        1    0.000    0.000    0.000    0.000 lexer.py:139(<listcomp>)
        1    0.000    0.000    0.000    0.000 lexer.py:296(TokenStream)
       11    0.000    0.000    0.000    0.000 filters.py:48(environmentfilter)
        2    0.000    0.000    0.000    0.000 utils.py:319(_postinit)
        2    0.000    0.000    0.000    0.000 _compat.py:85(with_metaclass)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        1    0.000    0.000    0.000    0.000 datastructures.py:1555(copy)
        1    0.000    0.000    0.000    0.000 datastructures.py:2360(ContentRange)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        3    0.000    0.000    0.000    0.000 wrappers.py:1941(_set_property)
        1    0.000    0.000    0.000    0.000 datetime.py:954(tzinfo)
        1    0.000    0.000    0.000    0.000 linecache.py:37(getlines)
        2    0.000    0.000    0.000    0.000 _compat.py:127(<lambda>)
        1    0.000    0.000    0.000    0.000 exceptions.py:92(wrap)
        2    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
       15    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       34    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _pickle.dumps}
        1    0.000    0.000    0.000    0.000 socketserver.py:157(BaseServer)
        1    0.000    0.000    0.000    0.000 _ipaddress.py:2(<module>)
       16    0.000    0.000    0.000    0.000 {built-in method psycopg2._psycopg.register_type}
        8    0.000    0.000    0.000    0.000 {built-in method psycopg2._psycopg.new_array_type}
        1    0.000    0.000    0.000    0.000 site.py:121(JSONRPCSite)
        3    0.000    0.000    0.000    0.000 helpers.py:890(_get_static_folder)
        1    0.000    0.000    0.000    0.000 decoder.py:10(_import_c_scanstring)
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        3    0.000    0.000    0.000    0.000 decorators.py:114(decorator)
        2    0.000    0.000    0.000    0.000 local.py:54(__init__)
        1    0.000    0.000    0.000    0.000 core.py:959(MultiCommand)
        1    0.000    0.000    0.000    0.000 core.py:1289(Parameter)
        1    0.000    0.000    0.000    0.000 _compat.py:37(is_ascii_encoding)
        5    0.000    0.000    0.000    0.000 _compat.py:570(strip_ansi)
        1    0.000    0.000    0.000    0.000 utils.py:146(KeepOpenFile)
        5    0.000    0.000    0.000    0.000 globals.py:39(resolve_color_default)
        1    0.000    0.000    0.000    0.000 uuid.py:226(__str__)
        2    0.000    0.000    0.000    0.000 __init__.py:342(_FuncPtr)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:18(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:10(BaseTransport)
        1    0.000    0.000    0.000    0.000 events.py:98(Handle)
        1    0.000    0.000    0.000    0.000 locks.py:223(Event)
        1    0.000    0.000    0.000    0.000 connection.py:348(Connection)
        1    0.000    0.000    0.000    0.000 util.py:147(Finalize)
        2    0.000    0.000    0.000    0.000 subprocess.py:773(_get_devnull)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 __init__.py:426(Formatter)
        1    0.000    0.000    0.000    0.000 environment.py:1190(TemplateStream)
        1    0.000    0.000    0.000    0.000 nodes.py:107(Node)
        1    0.000    0.000    0.000    0.000 wsgi.py:1209(LimitedStream)
        1    0.000    0.000    0.036    0.036 __init__.py:75(_patch_async)
        2    0.000    0.000    0.000    0.000 datastructures.py:2569(_set_property)
        1    0.000    0.000    0.000    0.000 datastructures.py:2629(FileStorage)
        1    0.000    0.000    0.000    0.000 datastructures.py:225(UpdateDictMixin)
        1    0.000    0.000    0.000    0.000 datastructures.py:1375(CombinedMultiDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:1605(Accept)
        1    0.000    0.000    0.000    0.000 datastructures.py:1957(RequestCacheControl)
        1    0.000    0.000    0.000    0.000 traceback.py:316(StackSummary)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
        1    0.000    0.000    0.002    0.002 request.py:941(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:129(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:260(TextCalendar)
        1    0.000    0.000    0.000    0.000 wrappers.py:1330(AcceptMixin)
        1    0.000    0.000    0.000    0.000 inspect.py:2570(BoundArguments)
        2    0.000    0.000    0.000    0.000 weakref.py:288(update)
        2    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        8    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 server.py:910(CGIHTTPRequestHandler)
        1    0.000    0.000    0.000    0.000 tz.py:35(FixedOffsetTimezone)
        1    0.000    0.000    0.000    0.000 timed.py:17(TimestampSigner)
        7    0.000    0.000    0.000    0.000 config.py:24(__init__)
        1    0.000    0.000    0.000    0.000 config.py:84(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:305(SecureCookieSessionInterface)
        1    0.000    0.000    0.000    0.000 tag.py:215(TaggedJSONSerializer)
        1    0.000    0.000    0.005    0.005 _json.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:282(dumps)
        2    0.000    0.000    0.000    0.000 helpers.py:49(get_env)
        1    0.000    0.000    0.000    0.000 _compat.py:282(_is_binary_writer)
        1    0.000    0.000    0.000    0.000 _compat.py:528(_AtomicFile)
        6    0.000    0.000    0.000    0.000 _compat.py:688(<lambda>)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        3    0.000    0.000    0.000    0.000 __init__.py:477(CFunctionType)
        3    0.000    0.000    0.000    0.000 __init__.py:476(PYFUNCTYPE)
        4    0.000    0.000    0.000    0.000 routing.py:934(__init__)
        1    0.000    0.000    0.000    0.000 unix_events.py:922(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:262(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 selector_events.py:540(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:683(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 sslproto.py:294(_SSLProtocolTransport)
       11    0.000    0.000    0.000    0.000 asyncfilters.py:55(asyncfiltervariant)
        1    0.000    0.000    0.000    0.000 unix_events.py:333(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 thread.py:86(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        6    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 reduction.py:244(AbstractReducer)
        1    0.000    0.000    0.000    0.000 _base.py:309(Future)
        5    0.000    0.000    0.000    0.000 __init__.py:190(_checkLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:951(StreamHandler)
        1    0.000    0.000    0.000    0.000 loaders.py:376(ChoiceLoader)
        1    0.000    0.000    0.001    0.001 asyncsupport.py:169(patch_all)
        1    0.000    0.000    0.000    0.000 optimizer.py:30(Optimizer)
        1    0.000    0.000    0.000    0.000 idtracking.py:25(Symbols)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        4    0.000    0.000    0.000    0.000 lexer.py:235(<genexpr>)
        1    0.000    0.000    0.000    0.000 runtime.py:324(BlockReference)
        1    0.000    0.000    0.000    0.000 runtime.py:482(Macro)
        1    0.000    0.000    0.000    0.000 encoder.py:182(encode)
        1    0.000    0.000    0.000    0.000 wsgi.py:896(FileWrapper)
        1    0.000    0.000    0.000    0.000 formparser.py:123(FormDataParser)
        1    0.000    0.000    0.000    0.000 datastructures.py:78(ImmutableListMixin)
        4    0.000    0.000    0.000    0.000 datastructures.py:2373(_callback_property)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:438(TracebackException)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 request.py:1558(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 socket.py:543(SocketIO)
        2    0.000    0.000    0.000    0.000 datetime.py:689(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        3    0.000    0.000    0.000    0.000 datetime.py:1984(_create)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 linecache.py:15(getline)
        1    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
        1    0.000    0.000    0.000    0.000 exceptions.py:675(__init__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:452(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:114(__getattr__)
        1    0.000    0.000    0.000    0.000 posixpath.py:104(split)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:661(is_package)
        1    0.000    0.000    0.000    0.000 codecs.py:93(__new__)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:753(is_package)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       24    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.003    0.003 serving.py:678(run_simple)
        1    0.000    0.000    0.000    0.000 socketserver.py:517(UDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:544(ForkingMixIn)
        1    0.000    0.000    0.000    0.000 socketserver.py:668(server_close)
        2    0.000    0.000    0.000    0.000 config.py:1(BaseConfig)
        1    0.000    0.000    0.000    0.000 _range.py:226(RangeAdapter)
        2    0.000    0.000    0.000    0.000 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wrappers.py:111(Request)
        1    0.000    0.000    0.000    0.000 exceptions.py:39(Error)
        1    0.000    0.000    0.000    0.000 signer.py:37(HMACAlgorithm)
        1    0.000    0.000    0.000    0.000 signer.py:55(Signer)
        1    0.000    0.000    0.000    0.000 config.py:40(Config)
        1    0.000    0.000    0.000    0.000 ctx.py:26(_AppCtxGlobals)
        1    0.000    0.000    0.000    0.000 sessions.py:109(SessionInterface)
        1    0.000    0.000    0.000    0.000 helpers.py:879(__init__)
        1    0.000    0.000    0.000    0.000 helpers.py:903(_get_static_url_path)
        1    0.000    0.000    0.000    0.000 errors.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:24(_floatconstants)
        1    0.000    0.000    0.000    0.000 encoder.py:9(_import_speedups)
        1    0.000    0.000    0.000    0.000 parser.py:192(OptionParser)
        1    0.000    0.000    0.000    0.000 core.py:767(Command)
        3    0.000    0.000    0.000    0.000 core.py:1217(add_command)
        1    0.000    0.000    0.000    0.000 core.py:1500(Option)
        1    0.000    0.000    0.000    0.000 core.py:1793(Argument)
        1    0.000    0.000    0.000    0.000 types.py:252(IntRange)
        1    0.000    0.000    0.000    0.000 types.py:563(Tuple)
        1    0.000    0.000    0.000    0.000 utils.py:70(LazyFile)
        2    0.000    0.000    0.000    0.000 cli.py:403(with_appcontext)
        1    0.000    0.000    0.000    0.000 cli.py:651(__init__)
        1    0.000    0.000    0.000    0.000 core.py:576(BaseCommand)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 routing.py:320(RuleFactory)
        1    0.000    0.000    0.000    0.000 routing.py:365(Submount)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 selector_events.py:815(_SelectorSslTransport)
        1    0.000    0.000    0.000    0.000 locks.py:289(Condition)
        1    0.000    0.000    0.000    0.000 protocols.py:116(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 streams.py:154(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 transports.py:230(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 events.py:160(TimerHandle)
        1    0.000    0.000    0.000    0.000 events.py:569(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 connection.py:422(Listener)
        1    0.000    0.000    0.000    0.000 connection.py:745(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 subprocess.py:758(__del__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1401(_try_wait)
        1    0.000    0.000    0.000    0.000 coroutines.py:58(MyGen)
        1    0.000    0.000    0.000    0.000 _base.py:93(_FirstCompletedWaiter)
        2    0.000    0.000    0.000    0.000 __init__.py:384(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1838(getLogger)
        1    0.000    0.000    0.000    0.000 loaders.py:322(PrefixLoader)
        1    0.000    0.000    0.000    0.000 asyncsupport.py:82(wrap_block_reference_call)
        1    0.000    0.000    0.000    0.000 asyncsupport.py:99(wrap_macro_invoke)
        1    0.000    0.000    0.000    0.000 asyncsupport.py:190(AsyncLoopContext)
        1    0.000    0.000    0.000    0.000 asyncsupport.py:210(AsyncLoopContextIterator)
        3    0.000    0.000    0.000    0.000 compiler.py:1488(uaop)
        1    0.000    0.000    0.000    0.000 visitor.py:10(<module>)
        1    0.000    0.000    0.000    0.000 idtracking.py:151(RootVisitor)
        1    0.000    0.000    0.000    0.000 loaders.py:37(BaseLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:227(_MagicFormatMapping)
        1    0.000    0.000    0.000    0.000 utils.py:615(Namespace)
        2    0.000    0.000    0.000    0.000 _compat.py:91(__new__)
        1    0.000    0.000    0.000    0.000 formparser.py:295(MultiPartParser)
        2    0.000    0.000    0.000    0.000 formparser.py:105(exhaust_stream)
        5    0.000    0.000    0.000    0.000 datastructures.py:236(calls_update)
        1    0.000    0.000    0.000    0.000 datastructures.py:1542(ImmutableDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:1773(MIMEAccept)
        1    0.000    0.000    0.000    0.000 datastructures.py:1978(ResponseCacheControl)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
        5    0.000    0.000    0.000    0.000 datastructures.py:51(native_itermethods)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
        4    0.000    0.000    0.000    0.000 <string>:12(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:355(_ASN1Object)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1445(IPv4Network)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 request.py:434(OpenerDirector)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 calendar.py:135(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 wrappers.py:1684(ResponseStream)
        1    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
        1    0.000    0.000    0.000    0.000 string.py:173(Formatter)
        1    0.000    0.000    0.000    0.000 pkgutil.py:455(get_loader)
       11    0.000    0.000    0.000    0.000 _compat.py:18(<lambda>)
        2    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
        4    0.000    0.000    0.000    0.000 codecs.py:330(getstate)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
       23    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 argparse.py:877(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1063(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 serving.py:558(BaseWSGIServer)
        1    0.000    0.000    0.000    0.000 serving.py:635(ForkingWSGIServer)
        1    0.000    0.000    0.003    0.003 serving.py:649(make_server)
        1    0.000    0.000    0.000    0.000 socketserver.py:478(server_close)
        1    0.000    0.000    0.000    0.000 server.py:134(server_bind)
        1    0.000    0.000    0.000    0.000 _json.py:55(Json)
        1    0.000    0.000    0.000    0.000 extras.py:63(DictCursorBase)
        1    0.000    0.000    0.000    0.000 extras.py:385(LoggingConnection)
        1    0.000    0.000    0.000    0.000 exceptions.py:89(ParseError)
        1    0.000    0.000    0.000    0.000 extensions.py:111(SQL_IN)
        1    0.000    0.000    0.000    0.000 wrappers.py:182(Response)
        1    0.000    0.000    0.000    0.000 blueprints.py:18(BlueprintSetupState)
        1    0.000    0.000    0.000    0.000 __init__.py:174(JSONRPC)
        1    0.000    0.000    0.000    0.000 types.py:41(Type)
        1    0.000    0.000    0.000    0.000 exc.py:5(BadData)
        3    0.000    0.000    0.000    0.000 signer.py:45(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:52(SecureCookieSession)
        1    0.000    0.000    0.000    0.000 sessions.py:94(NullSession)
        8    0.000    0.000    0.000    0.000 tag.py:65(__init__)
        1    0.000    0.000    0.000    0.000 tag.py:143(PassList)
        1    0.000    0.000    0.000    0.000 helpers.py:919(has_static_folder)
        1    0.000    0.000    0.000    0.000 signals.py:22(_FakeSignal)
        3    0.000    0.000    0.000    0.000 _unicodefun.py:32(_check_for_unicode_literals)
        1    0.000    0.000    0.000    0.000 decorators.py:53(decorator)
        3    0.000    0.000    0.000    0.000 decorators.py:92(command)
        1    0.000    0.000    0.000    0.000 local.py:51(Local)
        1    0.000    0.000    0.000    0.000 local.py:171(LocalManager)
        1    0.000    0.000    0.000    0.000 helpers.py:57(get_debug_flag)
        1    0.000    0.000    0.000    0.000 types.py:11(ParamType)
        1    0.000    0.000    0.000    0.000 types.py:72(CompositeParamType)
        1    0.000    0.000    0.000    0.000 types.py:129(Choice)
        1    0.000    0.000    0.000    0.000 types.py:377(File)
        1    0.000    0.000    0.000    0.000 _compat.py:89(_FixupStream)
        1    0.000    0.000    0.000    0.000 _compat.py:377(_force_correct_text_writer)
        1    0.000    0.000    0.000    0.000 _compat.py:435(get_text_stdout)
        1    0.000    0.000    0.000    0.000 exceptions.py:197(BadArgumentUsage)
        1    0.000    0.000    0.000    0.000 routing.py:223(RequestRedirect)
        1    0.000    0.000    0.000    0.000 routing.py:333(Subdomain)
        1    0.000    0.000    0.000    0.000 routing.py:392(EndpointPrefix)
